Fecha,flota,Modelo,Marca,Componente,Aceite Lubricante,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad,Disponibilidad,Tiempo Parada,TRR,TMP,TBF,Confiabilidad
2025-04-01 05:15:00,909,CATERPILLAR 798AC-P,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.19,249,0.4,2,3,1.81,0,0.26,2266,1024,344,19/17/15,15.2,83.87,2.84,5,1,0,3,5,878,3,31,32,5,7,7,28,4,0,5,12,6,7,4,56,180,A00064,64,LAJ937,Normal,0.7917,5,6,2.7333333333333334,19,68.4
2025-04-01 05:20:00,559,KOMATSU 930 E5,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.13,215,0.1,2,0,0.81,4,0.61,5856,2022,181,20/16/14,18.84,88.06,0.79,2,0,29,4,9,483,5,7,146,7,1,2,5,4,3,2,21,3,5,6,53,137,A00065,65,LAJ546,Atencion,0.625,9,2,1.5,15,86.7
2025-04-01 05:25:00,928,CATERPILLAR 798AC-A,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.91,211,0.11,1,4,0.98,2,0.1,7818,4818,206,21/16/15,19.01,83.9,1.61,8,4,20,1,6,482,5,13,293,6,7,9,12,5,0,1,46,1,3,2,8,382,A00066,66,LAJ946,Critico,0.0,15,2,2.9,0,0.0
2025-04-01 05:30:00,500,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.53,212,0.28,1,0,0.58,0,0.72,4128,3521,746,21/19/16,17.57,86.87,1.58,6,3,13,1,5,70,1,39,243,3,1,4,2,3,6,9,38,6,9,3,65,288,C00067,67,LAJ584,Critico,0.0,19,0,1.1666666666666667,0,0.0
2025-04-01 05:35:00,902,CATERPILLAR 797F,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.8,187,0.24,1,2,1.98,1,0.18,9712,3558,735,19/17/15,16.96,88.93,0.63,8,1,26,8,9,568,1,46,105,6,3,3,26,8,3,7,22,4,6,8,15,69,B00068,68,LAJ497,Atencion,0.625,9,5,1.8666666666666667,15,66.7
2025-04-01 05:40:00,541,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.46,209,0.16,0,4,1.16,4,0.85,3445,673,774,19/18/16,11.99,83.66,1.68,7,3,26,7,1,451,6,13,13,5,6,2,2,0,4,7,0,2,1,5,53,554,C00069,69,LAJ437,Normal,0.875,3,1,1.4,21,95.2
2025-04-01 05:45:00,503,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.14,214,0.4,3,0,1.58,0,0.88,7752,4116,378,20/18/14,16.52,90.51,0.92,5,1,18,0,9,291,4,30,18,8,7,0,6,0,3,0,1,6,6,1,10,438,E00070,70,LAJ069,Normal,0.75,6,0,2.2666666666666666,18,100.0
2025-04-01 05:50:00,925,CATERPILLAR 798AC-A,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.45,184,0.13,4,1,1.02,0,0.77,9680,1261,246,20/16/15,13.0,95.74,1.96,1,3,14,4,1,364,7,29,12,0,9,6,1,6,8,9,12,6,1,3,99,596,B00071,71,LAJ786,Normal,0.7917,5,0,0.4333333333333333,19,100.0
2025-04-01 05:55:00,546,KOMATSU 930 E4,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.47,183,0.03,2,4,0.21,2,0.99,5921,4248,362,18/17/13,16.66,106.42,1.22,2,4,8,4,5,162,8,38,90,4,8,7,9,3,5,1,10,4,6,9,89,350,C00072,72,LAJ064,Normal,0.9583,1,4,0.7333333333333333,23,82.6
2025-04-01 06:00:00,919,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.75,189,0.47,2,4,1.84,4,0.22,5363,2774,769,19/18/13,16.16,84.81,2.69,8,4,15,9,8,815,0,15,3,4,7,8,3,6,3,0,9,3,4,4,65,407,B00073,73,LAJ383,Normal,0.875,3,3,1.0666666666666669,21,85.7
2025-04-01 06:05:00,528,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.57,210,0.23,2,3,1.55,4,0.55,4716,1658,700,19/17/16,13.97,95.19,2.27,4,1,28,3,0,532,4,47,23,1,1,8,3,5,6,2,7,4,3,5,0,271,B00074,74,LAJ806,Normal,0.9167,2,6,2.533333333333333,22,72.7
2025-04-01 06:10:00,533,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.54,193,0.14,3,0,0.92,0,0.14,2282,3648,993,21/17/13,19.06,82.64,0.83,8,1,20,5,5,978,4,41,46,5,0,3,24,6,0,5,12,4,9,3,98,566,C00075,75,LAJ815,Normal,0.875,3,2,1.9,21,90.5
2025-04-01 06:15:00,556,KOMATSU 930 E5,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.24,211,0.19,1,3,1.3,2,0.6,9142,4486,589,19/18/13,17.07,89.28,0.44,1,2,6,9,8,597,7,16,0,3,8,2,27,5,8,1,11,4,4,8,74,196,A00076,76,LAJ681,Normal,0.875,3,3,1.1333333333333333,21,85.7
2025-04-01 06:20:00,501,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.01,237,0.17,2,4,0.17,1,0.36,5062,4760,611,19/18/13,19.36,84.54,1.91,8,1,22,3,7,954,8,44,39,0,0,9,2,6,2,7,12,4,5,7,43,292,D00077,77,LAJ800,Normal,0.75,6,0,1.0333333333333334,18,100.0
2025-04-01 06:25:00,522,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.72,200,0.21,2,1,0.16,0,0.72,9952,4103,132,18/17/15,15.38,116.17,2.58,7,3,10,4,5,20,3,38,3,1,6,9,9,0,8,4,4,6,0,5,56,352,E00078,78,LAJ850,Normal,0.8333,4,4,1.9,20,80.0
2025-04-01 06:30:00,543,KOMATSU 930 E5,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.26,246,0.09,3,1,1.34,1,0.14,8778,3482,225,21/19/13,13.88,96.67,0.44,6,0,14,7,0,425,1,29,11,6,9,8,28,6,2,5,2,0,8,4,16,494,C00079,79,LAJ350,Normal,0.7917,5,4,0.4666666666666667,19,78.9
2025-04-01 06:35:00,930,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.48,211,0.39,3,3,1.5,1,0.75,6888,976,701,18/16/14,10.53,101.63,1.96,7,4,27,8,5,482,8,15,293,3,8,1,22,9,2,0,47,5,6,0,42,379,A00080,80,LAJ414,Critico,0.0,21,5,1.6666666666666667,0,0.0
2025-04-01 06:40:00,509,KOMATSU 930 E3,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.16,197,0.31,3,4,1.59,4,0.92,2153,947,720,18/18/16,18.47,92.71,2.49,9,0,7,3,6,618,6,25,46,1,6,8,13,5,9,5,14,6,7,9,67,37,B00081,81,LAJ903,Normal,0.7917,5,1,0.7333333333333333,19,94.7
2025-04-01 06:45:00,906,CATERPILLAR 797F,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.47,229,0.42,2,2,0.87,3,0.95,5462,3552,136,20/16/13,14.24,107.76,0.33,2,2,27,7,1,817,7,23,12,9,9,3,17,1,6,1,2,2,6,6,8,255,E00082,82,LAJ549,Normal,0.875,3,5,0.7,21,76.2
2025-04-01 06:50:00,508,KOMATSU 930 E3,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.41,196,0.48,3,3,1.18,3,0.11,8720,2317,737,18/16/15,15.4,100.85,2.89,9,0,25,8,4,376,2,23,40,5,4,0,1,3,6,2,3,0,9,4,14,527,D00083,83,LAJ413,Normal,0.9583,1,1,0.9,23,95.7
2025-04-01 06:55:00,515,KOMATSU 930 E4SE,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.56,231,0.43,4,2,0.87,4,0.55,6817,4591,452,21/19/14,14.52,116.14,1.93,8,3,25,2,3,135,6,16,69,5,8,8,13,5,2,5,7,1,3,6,54,364,E00084,84,LAJ408,Normal,0.9583,1,5,0.3666666666666666,23,78.3
2025-04-01 07:00:00,511,KOMATSU 930 E4SE,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.26,213,0.07,1,0,1.94,2,0.48,2610,3814,488,18/19/15,16.57,84.06,1.12,1,4,10,0,2,491,6,8,103,6,0,0,14,2,9,4,21,9,3,4,45,125,C00085,85,LAJ858,Atencion,0.75,6,4,1.7333333333333334,18,77.8
2025-04-01 07:05:00,507,KOMATSU 930 E4,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.29,234,0.31,4,4,1.06,2,0.93,4467,3588,797,19/18/15,17.44,96.27,1.51,5,3,13,9,4,346,7,13,15,4,2,9,1,5,8,2,11,8,1,6,92,219,D00086,86,LAJ574,Normal,0.9583,1,1,2.3666666666666667,23,95.7
2025-04-01 07:10:00,520,KOMATSU 930 E4SE,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.55,214,0.09,0,1,0.72,0,0.9,2432,3188,581,18/17/15,19.65,83.68,1.33,4,4,28,0,5,636,3,3,58,5,4,8,8,3,1,5,6,6,3,4,27,189,A00087,87,LAJ226,Normal,0.9167,2,3,2.933333333333333,22,86.4
2025-04-01 07:15:00,920,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.98,226,0.48,2,3,1.92,0,0.42,3642,1974,258,19/17/14,17.75,102.76,0.56,4,0,22,8,9,762,0,11,1,9,7,1,16,9,7,3,0,7,5,3,52,133,C00088,88,LAJ654,Normal,0.7917,5,5,2.6333333333333333,19,73.7
2025-04-01 07:20:00,935,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.55,223,0.11,4,1,0.03,4,0.01,1503,4511,634,21/18/13,13.73,86.63,1.97,7,1,24,8,5,99,7,49,283,8,9,8,7,8,7,3,33,9,6,8,41,271,E00089,89,LAJ822,Critico,0.0,19,2,1.6,0,0.0
2025-04-01 07:25:00,903,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.72,192,0.27,4,2,1.43,1,0.24,1267,1028,799,18/16/14,11.29,113.74,0.03,6,4,8,9,1,171,5,38,94,5,5,0,24,6,3,7,12,2,9,5,91,11,A00090,90,LAJ573,Normal,0.7917,5,2,2.8,19,89.5
2025-04-01 07:30:00,937,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.1,185,0.37,4,3,0.4,2,0.8,6998,1910,520,21/16/16,16.54,116.6,1.37,6,0,15,7,2,75,1,27,18,3,0,1,26,9,6,7,1,0,0,1,48,36,C00091,91,LAJ394,Normal,0.7917,5,2,1.4,19,89.5
2025-04-01 07:35:00,514,KOMATSU 930 E5,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.28,201,0.24,3,3,0.11,1,0.69,8059,1631,440,19/18/13,18.1,117.43,1.64,3,2,18,0,7,572,7,44,78,1,8,6,8,2,0,5,4,7,5,2,79,308,D00092,92,LAJ662,Normal,0.9167,2,3,0.9333333333333332,22,86.4
2025-04-01 07:40:00,933,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.61,248,0.41,1,2,0.55,4,0.79,1682,1240,684,20/16/14,11.64,102.67,1.57,8,3,22,8,1,15,0,34,43,6,8,5,13,1,3,3,0,6,5,5,84,349,A00093,93,LAJ663,Normal,0.75,6,4,1.2333333333333334,18,77.8
2025-04-01 07:45:00,927,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.39,221,0.04,3,3,0.43,3,0.12,2183,4453,988,19/17/15,11.56,80.61,0.3,0,3,6,3,6,545,0,37,248,9,9,6,5,9,1,1,49,2,4,7,42,43,E00094,94,LAJ963,Critico,0.0,19,3,0.9,0,0.0
2025-04-01 07:50:00,531,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.99,218,0.09,3,4,1.09,0,0.32,9376,4921,661,18/16/16,16.68,91.85,0.8,3,0,26,6,8,74,3,26,16,8,9,7,26,2,6,2,12,9,6,1,46,538,E00095,95,LAJ188,Normal,0.9167,2,3,2.5,22,86.4
2025-04-01 07:55:00,538,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.3,247,0.19,3,3,1.95,0,0.1,8231,2721,376,18/19/14,15.16,88.01,2.87,1,3,23,9,1,489,3,37,191,4,1,3,6,8,8,0,25,0,5,6,52,236,E00096,96,LAJ831,Atencion,0.75,6,3,0.8666666666666667,18,83.3
2025-04-01 08:00:00,537,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.84,227,0.22,4,3,1.57,3,0.22,9939,3507,189,18/16/14,11.26,104.92,0.52,6,2,26,0,3,232,4,37,111,8,0,6,21,9,1,4,18,0,3,4,2,391,D00097,97,LAJ616,Atencion,0.5,12,4,2.933333333333333,12,66.7
2025-04-01 08:05:00,532,KOMATSU 930 E3,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.92,193,0.23,2,0,1.77,3,0.21,9451,3181,883,21/19/13,18.3,97.34,0.64,5,0,27,7,4,270,0,10,44,5,2,8,26,1,1,9,12,5,7,4,4,536,E00098,98,LAJ697,Normal,0.9583,1,1,1.9,23,95.7
2025-04-01 08:10:00,914,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.69,218,0.28,4,4,0.58,2,0.05,5748,2166,235,21/19/15,17.19,83.33,2.24,9,3,1,3,8,188,7,12,24,2,3,5,29,1,6,3,0,2,0,5,54,119,E00099,99,LAJ608,Normal,0.8333,4,5,0.9333333333333332,20,75.0
2025-04-01 08:15:00,938,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.45,186,0.42,0,1,0.42,2,0.77,3950,3467,732,19/19/14,10.59,94.25,1.23,3,0,22,8,5,820,4,37,48,3,7,0,26,2,2,2,14,4,0,2,62,152,B00100,100,LAJ811,Normal,0.875,3,0,2.533333333333333,21,100.0
2025-04-01 08:20:00,565,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.34,244,0.11,0,3,0.06,0,0.54,6056,2680,919,20/17/13,15.15,116.86,1.41,7,2,1,4,3,788,4,18,163,1,1,4,22,8,7,8,18,1,3,9,71,426,C00101,101,LAJ835,Atencion,0.5,12,4,0.2333333333333333,12,66.7
2025-04-01 08:25:00,905,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.13,236,0.04,0,0,0.03,3,0.87,9947,919,744,18/17/16,16.98,106.46,2.92,5,4,10,9,2,267,4,33,54,6,9,9,14,0,9,2,2,8,2,9,14,244,D00102,102,LAJ976,Normal,0.75,6,1,1.4666666666666666,18,94.4
2025-04-01 08:30:00,516,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.51,243,0.39,3,0,0.68,1,0.5,4381,3779,943,19/16/16,15.38,112.35,2.14,3,0,20,6,3,740,1,15,118,7,1,1,22,4,4,1,16,2,5,9,8,46,A00103,103,LAJ002,Atencion,0.75,6,6,1.1666666666666667,18,66.7
2025-04-01 08:35:00,560,KOMATSU 930 E3,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.06,213,0.45,3,3,1.37,1,0.27,8516,3172,278,21/16/15,13.66,98.18,1.59,2,0,23,5,0,540,6,28,7,3,7,7,1,8,6,1,13,1,0,0,27,522,D00104,104,LAJ896,Normal,0.8333,4,1,0.1333333333333333,20,95.0
2025-04-01 08:40:00,566,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.85,212,0.17,1,3,1.79,1,0.98,5652,4705,993,21/19/13,18.47,92.16,2.61,0,0,8,2,8,347,9,24,11,8,5,6,18,2,2,5,8,7,3,8,28,224,C00105,105,LAJ004,Normal,0.875,3,4,2.1,21,81.0
2025-04-01 08:45:00,907,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.7,198,0.5,3,0,1.37,3,0.81,3080,2624,530,18/19/14,12.13,106.17,1.02,2,0,17,4,7,796,5,1,65,4,9,6,20,4,7,0,4,0,3,7,46,449,C00106,106,LAJ928,Normal,0.7917,5,4,1.3666666666666667,19,78.9
2025-04-01 08:50:00,512,KOMATSU 930 E4,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.22,205,0.34,0,1,1.67,3,0.35,3261,1503,127,20/19/14,17.08,86.33,2.0,0,1,29,6,9,179,9,43,67,1,0,0,16,8,5,7,2,4,7,2,91,241,B00107,107,LAJ825,Normal,0.8333,4,3,2.7333333333333334,20,85.0
2025-04-02 00:00:00,902,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.1,180,0.32,4,4,0.33,4,0.52,8864,4104,414,18/18/14,14.23,119.24,0.47,3,2,4,8,7,268,2,14,84,1,3,8,10,4,2,6,2,5,7,7,10,450,C00108,108,LAJ998,Normal,0.75,6,3,2.3,18,83.3
2025-04-02 00:05:00,920,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.36,240,0.01,3,0,0.68,1,0.6,8759,3965,138,21/19/15,14.91,84.39,1.41,4,4,12,3,5,342,8,13,44,5,4,3,4,9,4,2,3,8,1,5,62,235,D00109,109,LAJ120,Normal,0.9583,1,4,2.7,23,82.6
2025-04-02 00:10:00,566,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.27,242,0.06,3,4,1.48,3,0.34,2929,2933,985,19/18/15,15.94,112.1,2.15,6,1,14,5,7,825,0,9,17,5,5,6,23,7,5,6,15,2,8,6,98,131,B00110,110,LAJ577,Normal,0.75,6,2,0.2333333333333333,18,88.9
2025-04-02 00:15:00,513,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.64,229,0.35,2,1,1.16,2,0.8,7818,3582,500,21/19/14,15.91,116.38,0.65,7,4,4,7,8,667,1,34,71,7,1,7,8,0,0,6,2,2,1,8,36,241,D00111,111,LAJ913,Normal,0.875,3,2,1.0333333333333334,21,90.5
2025-04-02 00:20:00,904,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.38,240,0.27,3,2,0.09,0,0.99,2574,4909,318,18/17/15,12.66,115.49,0.06,5,4,17,9,9,654,7,5,66,4,0,3,23,1,5,4,6,6,3,1,73,74,D00112,112,LAJ401,Normal,0.8333,4,3,2.966666666666667,20,85.0
2025-04-02 00:25:00,901,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.1,241,0.1,0,3,0.72,1,0.91,1964,4017,663,19/19/15,19.9,86.85,0.15,2,1,7,7,1,556,7,38,91,8,3,0,18,6,4,8,11,9,0,1,3,414,E00113,113,LAJ380,Normal,0.9167,2,4,2.6666666666666665,22,81.8
2025-04-02 00:30:00,532,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.96,193,0.12,4,1,1.36,4,0.08,1553,1925,841,20/17/14,14.33,98.61,0.47,2,0,14,9,9,653,0,38,42,4,4,3,25,7,2,5,0,8,6,3,71,352,C00114,114,LAJ073,Normal,0.875,3,1,2.7666666666666666,21,95.2
2025-04-02 00:35:00,521,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.46,237,0.08,1,4,1.33,3,0.97,6649,2231,161,18/17/16,15.83,95.02,2.25,2,3,1,1,0,861,4,47,147,9,3,1,10,9,2,3,25,7,6,7,84,377,C00115,115,LAJ427,Atencion,0.5,12,0,1.5333333333333334,12,100.0
2025-04-02 00:40:00,522,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.74,193,0.43,2,4,1.44,1,0.6,1968,4990,435,20/19/13,18.91,96.58,0.85,8,0,15,8,2,848,5,16,72,9,1,1,8,9,8,8,6,2,3,0,16,338,C00116,116,LAJ841,Normal,0.9167,2,5,2.066666666666667,22,77.3
2025-04-02 00:45:00,908,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.15,236,0.26,2,0,1.84,3,0.5,8897,1122,180,20/16/15,19.12,116.55,0.24,7,2,29,8,0,970,1,49,47,8,3,5,13,2,4,0,10,6,3,1,36,194,E00117,117,LAJ355,Normal,0.75,6,4,0.5666666666666667,18,77.8
2025-04-02 00:50:00,924,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.66,217,0.19,4,3,0.26,1,0.45,5117,2691,856,18/16/14,19.3,93.9,1.85,9,0,26,7,9,404,0,37,160,2,2,1,24,8,8,7,18,3,0,9,66,264,D00118,118,LAJ835,Atencion,0.625,9,5,1.2333333333333334,15,66.7
2025-04-02 00:55:00,524,KOMATSU 930 E4SE,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.1,239,0.1,1,3,0.18,1,0.6,6357,3915,883,20/16/13,15.89,108.94,0.31,9,1,18,4,9,144,2,44,36,0,2,5,9,2,0,4,2,8,0,4,2,372,B00119,119,LAJ911,Normal,0.9583,1,6,2.8,23,73.9
2025-04-02 01:00:00,536,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.7,189,0.13,2,1,1.05,2,0.87,1669,4978,454,19/18/14,12.55,102.79,1.55,6,3,26,4,5,830,3,0,58,0,1,7,28,6,0,4,10,8,5,7,98,108,D00120,120,LAJ057,Normal,0.875,3,3,3.0,21,85.7
2025-04-02 01:05:00,552,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.85,222,0.45,3,0,1.66,1,0.08,5488,2043,586,19/17/14,13.87,85.4,1.72,4,2,3,9,0,50,5,46,62,9,2,3,26,4,7,4,15,9,2,3,35,306,B00121,121,LAJ309,Normal,0.8333,4,5,0.3666666666666666,20,75.0
2025-04-02 01:10:00,567,KOMATSU 930 E3,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.12,197,0.37,4,4,0.71,4,0.19,1710,4963,888,19/16/15,14.95,114.73,2.23,4,0,24,6,1,560,3,18,12,7,0,0,25,0,6,0,11,7,2,4,59,339,A00122,122,LAJ103,Normal,0.9583,1,2,2.433333333333333,23,91.3
2025-04-02 01:15:00,903,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.96,186,0.39,2,1,1.46,0,0.33,9399,1476,961,19/17/14,16.28,99.73,1.72,1,2,4,3,6,604,0,31,279,5,4,9,17,2,0,2,43,2,5,1,67,224,E00123,123,LAJ658,Critico,0.0,22,2,0.6666666666666666,0,0.0
2025-04-02 01:20:00,906,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.73,189,0.06,3,1,0.86,3,0.5,2415,4847,256,19/16/14,13.04,91.66,2.51,5,1,20,3,7,608,1,16,74,4,4,9,4,3,6,8,9,1,9,8,43,583,C00124,124,LAJ328,Normal,0.9167,2,4,1.8,22,81.8
2025-04-02 01:25:00,911,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.51,242,0.17,4,4,1.1,3,0.78,9562,3271,303,21/18/13,10.92,89.18,1.74,3,0,21,9,0,747,4,11,70,7,4,0,14,4,1,1,12,3,0,8,28,371,C00125,125,LAJ807,Normal,0.9167,2,3,0.8333333333333334,22,86.4
2025-04-02 01:30:00,912,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.64,184,0.42,0,3,0.86,1,0.38,6712,1795,477,21/16/15,18.94,90.93,0.37,5,2,19,0,4,99,3,28,100,4,3,6,14,0,0,1,15,5,8,9,84,205,E00126,126,LAJ231,Normal,0.9583,1,3,2.6333333333333333,23,87.0
2025-04-02 01:35:00,925,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.35,226,0.05,3,0,0.18,2,0.02,5602,2554,857,20/16/16,16.3,90.99,2.72,8,1,19,1,0,706,4,10,74,7,6,4,22,0,3,8,6,8,1,0,76,265,D00127,127,LAJ431,Normal,0.8333,4,1,2.1666666666666665,20,95.0
2025-04-02 01:40:00,930,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.46,184,0.23,4,3,1.0,3,0.55,7783,1074,455,20/19/13,16.77,111.32,0.0,3,2,12,1,3,420,5,33,62,4,6,2,21,2,2,6,4,6,9,2,72,303,A00128,128,LAJ283,Normal,0.75,6,1,1.9666666666666663,18,94.4
